x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.45556825399398804,0.7486101984977722,-3.4187954156550404e-07,0.5231656432151794,0.7285053730010986,-0.02101915329694748,0.5738878846168518,0.637685239315033,-0.022884242236614227,0.5859125256538391,0.5521826148033142,-0.024127518758177757,0.5923884510993958,0.4904119670391083,-0.020616449415683746,0.5340170860290527,0.5605894923210144,-0.0024231751449406147,0.5464996099472046,0.5018292665481567,-0.029182368889451027,0.5490332245826721,0.5640823841094971,-0.038846541196107864,0.5461792945861816,0.5929495692253113,-0.03973113372921944,0.4923337697982788,0.5627163648605347,-0.0003246190899517387,0.5067222714424133,0.520206093788147,-0.026620306074619293,0.5109193921089172,0.5952905416488647,-0.027995368465781212,0.503522515296936,0.6141875386238098,-0.022288400679826736,0.45224475860595703,0.572068452835083,-0.004156718961894512,0.4657191038131714,0.532248318195343,-0.03419046476483345,0.4730291962623596,0.6041067242622375,-0.021247176453471184,0.46732306480407715,0.6260614395141602,-0.004685302264988422,0.40985727310180664,0.5842090845108032,-0.009460876695811749,0.42702269554138184,0.5473982095718384,-0.026446737349033356,0.43607717752456665,0.598331093788147,-0.01419184822589159,0.43136298656463623,0.6206907033920288,0.00010873155406443402,Ÿ
0.4646989107131958,0.7175906896591187,-4.4539797272591386e-07,0.534284234046936,0.7149394750595093,-0.020380740985274315,0.5867986679077148,0.614077627658844,-0.019480787217617035,0.594568133354187,0.5174248218536377,-0.01721157692372799,0.5995742082595825,0.4621649980545044,-0.008306935429573059,0.5520355105400085,0.5365856885910034,-0.00475034536793828,0.5673308372497559,0.4673669934272766,-0.031026696786284447,0.5633432269096375,0.5401490926742554,-0.03624558076262474,0.559214174747467,0.5577622652053833,-0.035406265407800674,0.5090331435203552,0.538147509098053,-0.003123515285551548,0.526822566986084,0.4868205189704895,-0.0314340777695179,0.525631844997406,0.5725373029708862,-0.028781503438949585,0.5194038152694702,0.5742419958114624,-0.020148951560258865,0.4687063694000244,0.5460788607597351,-0.007333636283874512,0.4852408170700073,0.5030101537704468,-0.03968017175793648,0.487590491771698,0.5836694836616516,-0.02197694219648838,0.4814273416996002,0.5901257395744324,-0.002826008480042219,0.4253385066986084,0.551827073097229,-0.012993328273296356,0.4425450563430786,0.5231664180755615,-0.0311183612793684,0.4476329982280731,0.5817127823829651,-0.017266005277633667,0.44061410427093506,0.5926980972290039,-0.00279140449129045,Ÿ
0.4668598175048828,0.7203083038330078,-4.903971557723708e-07,0.5352225303649902,0.7086544036865234,-0.01906617172062397,0.5874729156494141,0.6098139882087708,-0.018730686977505684,0.5978512763977051,0.51666659116745,-0.017391538247466087,0.6033715009689331,0.4598299264907837,-0.009644223377108574,0.5540763735771179,0.5330589413642883,-0.007035714108496904,0.5641672611236572,0.4640762209892273,-0.032898299396038055,0.5628068447113037,0.5385787487030029,-0.03791486844420433,0.5595531463623047,0.5612877011299133,-0.03682873398065567,0.511180579662323,0.5364572405815125,-0.006593446247279644,0.5250712037086487,0.48811858892440796,-0.0311234463006258,0.5267444252967834,0.573735237121582,-0.027050897479057312,0.5204005837440491,0.5706321597099304,-0.01934683322906494,0.4707658290863037,0.545747697353363,-0.011843670159578323,0.4829312860965729,0.500972330570221,-0.042843662202358246,0.48709434270858765,0.5829663276672363,-0.02508351020514965,0.48033779859542847,0.5864683985710144,-0.0069810329005122185,0.42685529589653015,0.5542768239974976,-0.018328573554754257,0.44015857577323914,0.5201168060302734,-0.03657849133014679,0.44762200117111206,0.5787382125854492,-0.022071290761232376,0.4406388998031616,0.5914363265037537,-0.00751541368663311,Ÿ
0.4796520173549652,0.7043534517288208,-5.288026159178116e-07,0.5498144626617432,0.6953440308570862,-0.02312799170613289,0.6031460165977478,0.5973019003868103,-0.0215059332549572,0.6094439029693604,0.5023955702781677,-0.016023850068449974,0.6163253784179688,0.4455680549144745,-0.002656238619238138,0.5714969635009766,0.5168753266334534,-0.013947708532214165,0.5838063955307007,0.4494529962539673,-0.03934553638100624,0.5800281763076782,0.529725193977356,-0.043135542422533035,0.5737531781196594,0.546858549118042,-0.041786763817071915,0.5276753306388855,0.5193460583686829,-0.010758409276604652,0.5407838225364685,0.4658738374710083,-0.036576490849256516,0.5429978370666504,0.559894859790802,-0.03330197185277939,0.5363925695419312,0.5596514940261841,-0.025654729455709457,0.4861680269241333,0.5264338254928589,-0.012946611270308495,0.4994053542613983,0.48351603746414185,-0.04597461596131325,0.5041165947914124,0.5721814632415771,-0.030647363513708115,0.4984215795993805,0.5724142789840698,-0.0132841095328331,0.4419991672039032,0.5320761203765869,-0.01614278182387352,0.4565727114677429,0.49989309906959534,-0.0350191555917263,0.46367236971855164,0.5624567270278931,-0.021582188084721565,0.4560569226741791,0.5725277066230774,-0.007585191633552313,Ÿ
0.4813467264175415,0.7049107551574707,-5.090494141768431e-07,0.551642894744873,0.696138322353363,-0.023610346019268036,0.6063589453697205,0.5958444476127625,-0.023128226399421692,0.6116689443588257,0.49949464201927185,-0.019638601690530777,0.6204834580421448,0.4406774938106537,-0.008073650300502777,0.5767702460289001,0.5130055546760559,-0.009585635736584663,0.5894291400909424,0.44287240505218506,-0.03660256415605545,0.5852067470550537,0.5243332982063293,-0.04108571261167526,0.5794229507446289,0.5448747873306274,-0.03972138091921806,0.5323094129562378,0.514229416847229,-0.006993724033236504,0.5490293502807617,0.45967260003089905,-0.03544275462627411,0.5490681529045105,0.554693341255188,-0.033276136964559555,0.5416061878204346,0.5535805225372314,-0.025339266285300255,0.49012458324432373,0.5214630365371704,-0.01031111553311348,0.5053841471672058,0.4765678644180298,-0.046864818781614304,0.5079444050788879,0.5682796835899353,-0.03163076937198639,0.5001811385154724,0.5686506032943726,-0.013194898143410683,0.4448437988758087,0.5285678505897522,-0.014617590233683586,0.46277159452438354,0.4979734718799591,-0.03732714056968689,0.4679790735244751,0.5641849040985107,-0.02452261559665203,0.4578248858451843,0.572903037071228,-0.009967099875211716,Ÿ
0.4807901382446289,0.7084276676177979,-5.163284981790639e-07,0.5523961186408997,0.692779541015625,-0.023625658825039864,0.605906069278717,0.5955453515052795,-0.02471153996884823,0.610871434211731,0.49908655881881714,-0.02321803569793701,0.6213117837905884,0.4402777850627899,-0.013239646330475807,0.5778624415397644,0.5145294070243835,-0.009791740216314793,0.5897560715675354,0.44401615858078003,-0.038576770573854446,0.5836544632911682,0.5256051421165466,-0.04449596628546715,0.5784077644348145,0.5441820621490479,-0.04436981678009033,0.5319210290908813,0.515704333782196,-0.007548910100013018,0.5473828315734863,0.4628872275352478,-0.03661590814590454,0.5473279356956482,0.5583594441413879,-0.03415277600288391,0.5418993234634399,0.5535046458244324,-0.026739828288555145,0.48896488547325134,0.5225973725318909,-0.011420791037380695,0.5033040642738342,0.47691810131073,-0.04806672781705856,0.5063169002532959,0.5679764151573181,-0.03198353573679924,0.5001895427703857,0.5671549439430237,-0.013384257443249226,0.4435502588748932,0.5300804972648621,-0.01646202802658081,0.4598875045776367,0.49834728240966797,-0.038963645696640015,0.4669809341430664,0.5622140169143677,-0.026015035808086395,0.4589458703994751,0.5704476237297058,-0.01150420494377613,Ÿ
0.4798932671546936,0.7077769637107849,-5.433452088254853e-07,0.5517392158508301,0.7025841474533081,-0.025412101298570633,0.6055043935775757,0.5973549485206604,-0.02514386549592018,0.6104714870452881,0.4969371259212494,-0.021476436406373978,0.6185560822486877,0.4373820424079895,-0.009153919294476509,0.5756673216819763,0.5122848749160767,-0.01192586962133646,0.5877237319946289,0.4421412944793701,-0.04185769706964493,0.5828245878219604,0.5237836837768555,-0.048470381647348404,0.577402651309967,0.5428635478019714,-0.04858054220676422,0.5295904874801636,0.5145469307899475,-0.008753890171647072,0.5462148785591125,0.4599284529685974,-0.03877846151590347,0.5468224287033081,0.5564764738082886,-0.03623810410499573,0.5404146909713745,0.5530920028686523,-0.02841583825647831,0.4867720305919647,0.5204721689224243,-0.012061919085681438,0.5026137828826904,0.4747506380081177,-0.05009329319000244,0.506102442741394,0.5680726170539856,-0.03413524106144905,0.4992280900478363,0.5681617259979248,-0.015355240553617477,0.44207367300987244,0.5260454416275024,-0.016675734892487526,0.4605417847633362,0.49496620893478394,-0.040804166346788406,0.46688368916511536,0.5613766312599182,-0.028699535876512527,0.4573318660259247,0.5701716542243958,-0.014700952917337418,Ÿ
0.480083703994751,0.7062578201293945,-5.683088488694921e-07,0.5521237850189209,0.7042089104652405,-0.023976359516382217,0.6062875390052795,0.5982165336608887,-0.023150475695729256,0.6111586093902588,0.49640753865242004,-0.019171951338648796,0.618541419506073,0.4376192092895508,-0.006740868557244539,0.5771186947822571,0.5144934058189392,-0.011640089564025402,0.588477373123169,0.4440311789512634,-0.04139387607574463,0.5839107632637024,0.5249388813972473,-0.048256319016218185,0.5789982676506042,0.5447598695755005,-0.04883133992552757,0.5310117602348328,0.5162351131439209,-0.008919045329093933,0.5484265685081482,0.4602290391921997,-0.038719646632671356,0.5483113527297974,0.5564936995506287,-0.03611075505614281,0.5412942171096802,0.5543004274368286,-0.02848856709897518,0.48837438225746155,0.5215861201286316,-0.012426012195646763,0.5044010877609253,0.47432395815849304,-0.04991919919848442,0.5071943402290344,0.5675299763679504,-0.03314366564154625,0.4996423125267029,0.5698429346084595,-0.01424368191510439,0.4430880546569824,0.5260368585586548,-0.017155969515442848,0.461941659450531,0.49503380060195923,-0.041311733424663544,0.4673580527305603,0.562306821346283,-0.02900300733745098,0.4575706124305725,0.5721426606178284,-0.015103720128536224,Ÿ
0.4812897741794586,0.7104649543762207,-4.688292847276898e-07,0.5510236024856567,0.6928682923316956,-0.025491934269666672,0.6003522872924805,0.5968332290649414,-0.028279125690460205,0.603733241558075,0.49871334433555603,-0.027988282963633537,0.608611524105072,0.43503516912460327,-0.01973174512386322,0.5665715336799622,0.5114538669586182,-0.013906491920351982,0.579904317855835,0.4436945617198944,-0.04179411754012108,0.5779602527618408,0.5234420895576477,-0.04695510491728783,0.5711657404899597,0.5433180928230286,-0.046434253454208374,0.5228193402290344,0.5135225057601929,-0.011508489958941936,0.537911593914032,0.4582153856754303,-0.039534587413072586,0.5414719581604004,0.551927387714386,-0.03745345026254654,0.5336642861366272,0.5493696928024292,-0.030835667625069618,0.4809491038322449,0.5215442180633545,-0.014826761558651924,0.49602624773979187,0.4727443754673004,-0.051507677882909775,0.5024297833442688,0.5625688433647156,-0.03585970029234886,0.4935232698917389,0.5634150505065918,-0.017810188233852386,0.4355177879333496,0.5319934487342834,-0.019348368048667908,0.45395445823669434,0.49627524614334106,-0.043058011680841446,0.4633059501647949,0.5582185387611389,-0.03042648918926716,0.45267724990844727,0.5685346126556396,-0.016250651329755783,Ÿ
0.4810379445552826,0.7125369310379028,-5.004325771551521e-07,0.5523680448532104,0.6935405731201172,-0.02401961199939251,0.6024248600006104,0.5898232460021973,-0.02484600804746151,0.6033837795257568,0.49340617656707764,-0.023056406527757645,0.6100152134895325,0.4329955279827118,-0.013256972655653954,0.5686020851135254,0.5102469325065613,-0.008036644198000431,0.5819029808044434,0.4424784183502197,-0.03488592058420181,0.5797241926193237,0.5239963531494141,-0.03950959071516991,0.5740352272987366,0.5416566133499146,-0.03867508843541145,0.5242358446121216,0.5116366147994995,-0.0057920715771615505,0.5421839952468872,0.4559592008590698,-0.03411344811320305,0.543728768825531,0.5498976111412048,-0.032227836549282074,0.5343403816223145,0.5491641163825989,-0.02482028678059578,0.48182907700538635,0.5197994709014893,-0.009561430662870407,0.5003103017807007,0.47278642654418945,-0.0453978106379509,0.5042092800140381,0.5628852248191833,-0.0300868209451437,0.49387067556381226,0.5644848346710205,-0.012016073800623417,0.43633148074150085,0.5295650959014893,-0.014452342875301838,0.4584142565727234,0.49485692381858826,-0.03627855330705643,0.4647361934185028,0.5594156980514526,-0.023114245384931564,0.4522804021835327,0.5699254870414734,-0.008605190552771091,Ÿ
